approvedSymbol	targetId	pathways	pathwayTerms	neuroFluxSubset	totalScoreNorm	neuroFluxTarget	geneticAD	maxPhase	isDrugTarget	UMAP 1	UMAP 2	cluster	clusterManual	clusterName3Words	clusterNameReactome	clusterNameGOBP	prioritised
SLC35C1	ENSG00000181830	R-HSA-382551	Transport of small molecules		0	0	1		0	9.151283	0.18690223	0		Transport / Small / Molecules	Transport of small molecules	transmembrane transport	0
SLC35D1	ENSG00000116704	R-HSA-382551	Transport of small molecules	"PSEN1.Intron4, AD_IND, AD_MONO.MIX, AD_MIX"	0.311167605	1	0		0	10.114701	-0.5365469	0		Transport / Small / Molecules	Transport of small molecules	transmembrane transport	0
SLC38A2	ENSG00000134294	R-HSA-382551	Transport of small molecules	"APP.V717I, PSEN1.Intron4, AD_IND, AD_MONO.MIX, AD_MIX"	0.698013005	1	0		0	9.588051	-1.2403476	0		Transport / Small / Molecules	Transport of small molecules	transmembrane transport	0
SLC39A1	ENSG00000143570	R-HSA-382551	Transport of small molecules	"SORL1.null, AD_MIX"	0.082165326	1	0		0	9.58199	-0.29810974	0		Transport / Small / Molecules	Transport of small molecules	transmembrane transport	0
SLC44A5	ENSG00000137968	R-HSA-382551	Transport of small molecules	"SORL1.null, AD_MIX"	0.082165326	1	0		0	9.945785	-0.3177013	0		Transport / Small / Molecules	Transport of small molecules	transmembrane transport	0
SLC4A9	ENSG00000113073	R-HSA-382551	Transport of small molecules		0	0	1		0	9.7329445	-0.8630942	0		Transport / Small / Molecules	Transport of small molecules	transmembrane transport	0
SLC6A11	ENSG00000132164	R-HSA-382551	Transport of small molecules	"PSEN1.Intron4, AD_MIX"	0.082165326	1	0		0	9.433212	-0.30584964	0		Transport / Small / Molecules	Transport of small molecules	transmembrane transport	0
SLC9B1	ENSG00000164037	R-HSA-382551	Transport of small molecules	"APP.V717I, AD_MIX"	0.104977294	1	0		0	10.086369	-1.1221256	0		Transport / Small / Molecules	Transport of small molecules	transmembrane transport	0
SLC9C1	ENSG00000172139	R-HSA-382551	Transport of small molecules	"SORL1.null, AD_IND, AD_MONO.MIX, AD_MIX"	0.269888807	1	0		0	10.791378	-0.26118693	0		Transport / Small / Molecules	Transport of small molecules	transmembrane transport	0
TRPM7	ENSG00000092439	R-HSA-382551	Transport of small molecules		0	0	1		0	10.074082	-0.43995953	0		Transport / Small / Molecules	Transport of small molecules	transmembrane transport	1
ADAMTS1	ENSG00000154734	R-HSA-1474228; R-HSA-1474244	Degradation of the extracellular matrix; Extracellular matrix organization		0	0	1		0	17.929785	2.4407773	1		Extracellular / Matrix / Organization	Extracellular matrix organization	extracellular matrix organization	0
ADAMTS4	ENSG00000158859	R-HSA-1474228; R-HSA-1474244	Degradation of the extracellular matrix; Extracellular matrix organization		0	0	1		0	17.624823	2.7465382	1		Extracellular / Matrix / Organization	Extracellular matrix organization	extracellular matrix organization	0
ADAMTS8	ENSG00000134917	R-HSA-1474228; R-HSA-1474244	Degradation of the extracellular matrix; Extracellular matrix organization		0	0	1		0	17.671204	2.7002013	1		Extracellular / Matrix / Organization	Extracellular matrix organization	extracellular matrix organization	0
ASPN	ENSG00000106819	R-HSA-1474244	Extracellular matrix organization	"PSEN1.Intron4, AD_MIX"	0.082165326	1	0		0	13.578165	9.615344	1		Extracellular / Matrix / Organization	Extracellular matrix organization	extracellular matrix organization	1
COL10A1	ENSG00000123500	R-HSA-1474228; R-HSA-1474244	Degradation of the extracellular matrix; Extracellular matrix organization	"SORL1.null, AD_MONO.MIX, AD_MIX"	0.230058388	1	0		0	18.187666	2.1833253	1		Extracellular / Matrix / Organization	Extracellular matrix organization	extracellular matrix organization	0
COL21A1	ENSG00000124749	R-HSA-1474244	Extracellular matrix organization		0	0	1		0	13.390761	10.0168705	1		Extracellular / Matrix / Organization	Extracellular matrix organization	extracellular matrix organization	0
COL28A1	ENSG00000215018	R-HSA-1474244	Extracellular matrix organization		0	0	1		0	13.873765	9.761146	1		Extracellular / Matrix / Organization	Extracellular matrix organization	extracellular matrix organization	0
LOXL2	ENSG00000134013	R-HSA-1474244	Extracellular matrix organization	"SORL1.null, AD_MONO.MIX, AD_MIX"	0.195840437	1	0		0	13.227544	10.537142	1		Extracellular / Matrix / Organization	Extracellular matrix organization	extracellular matrix organization	0
MFAP3	ENSG00000037749	R-HSA-1474244	Extracellular matrix organization	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.139353661	1	1		0	12.890399	9.879049	1		Extracellular / Matrix / Organization	Extracellular matrix organization	extracellular matrix organization	0
MUSK	ENSG00000030304	R-HSA-1474244	Extracellular matrix organization	"PSEN1.Intron4, AD_MIX"	0.082165326	1	0		0	13.52979	10.302064	1		Extracellular / Matrix / Organization	Extracellular matrix organization	extracellular matrix organization	0
NRXN1	ENSG00000179915	R-HSA-1474244	Extracellular matrix organization		0	0	1		0	13.045633	9.98468	1		Extracellular / Matrix / Organization	Extracellular matrix organization	extracellular matrix organization	0
P4HA3	ENSG00000149380	R-HSA-1474244	Extracellular matrix organization		0	0	1		0	13.740263	10.249596	1		Extracellular / Matrix / Organization	Extracellular matrix organization	extracellular matrix organization	0
TLL1	ENSG00000038295	R-HSA-1474228; R-HSA-1474244	Degradation of the extracellular matrix; Extracellular matrix organization	"SORL1.null, AD_MIX"	0.104977294	1	0		0	17.779787	2.5912585	1		Extracellular / Matrix / Organization	Extracellular matrix organization	extracellular matrix organization	1
ACAD8	ENSG00000151498	R-HSA-9837999	Mitochondrial protein degradation	"PSEN1.Intron4, AD_MIX"	0.082165326	1	0		0	-3.321494	-5.7665915	2		Mitochondrial / Protein / Degradation	Mitochondrial protein degradation	aerobic respiration	0
ACADSB	ENSG00000196177	R-HSA-9837999	Mitochondrial protein degradation	APP.V717I	0.034217951	1	0		0	-2.9313734	-5.3926997	2		Mitochondrial / Protein / Degradation	Mitochondrial protein degradation	aerobic respiration	0
ATP5F1C	ENSG00000165629	R-HSA-9837999	Mitochondrial protein degradation		0	0	1		0	-3.1383617	-6.1493926	2		Mitochondrial / Protein / Degradation	Mitochondrial protein degradation	aerobic respiration	0
ATP5PF	ENSG00000154723	R-HSA-9837999	Mitochondrial protein degradation		0	0	1		0	-2.6816573	-5.7956314	2		Mitochondrial / Protein / Degradation	Mitochondrial protein degradation	aerobic respiration	0
CLPX	ENSG00000166855	R-HSA-9837999	Mitochondrial protein degradation	"SORL1.null, AD_MIX"	0.082165326	1	0		0	-2.9374645	-5.4281783	2		Mitochondrial / Protein / Degradation	Mitochondrial protein degradation	aerobic respiration	0
COX5A	ENSG00000178741	R-HSA-9837999	Mitochondrial protein degradation		0	0	1		0	-2.7694075	-6.163425	2		Mitochondrial / Protein / Degradation	Mitochondrial protein degradation	aerobic respiration	0
MDH2	ENSG00000146701	R-HSA-9837999	Mitochondrial protein degradation		0	0	1		0	-3.3039243	-5.4381137	2		Mitochondrial / Protein / Degradation	Mitochondrial protein degradation	aerobic respiration	0
MT-ND1	ENSG00000198888	R-HSA-9837999	Mitochondrial protein degradation		0	0	1		0	-2.3870564	-5.589464	2		Mitochondrial / Protein / Degradation	Mitochondrial protein degradation	aerobic respiration	0
SORL1	ENSG00000137642	R-HSA-977225	Amyloid fiber formation		0	0	1		0	-3.5410874	-5.6134267	2		Mitochondrial / Protein / Degradation	Mitochondrial protein degradation	aerobic respiration	1
GTF2E1	ENSG00000153767	R-HSA-162906	HIV Infection	"SORL1.null, AD_MIX"	0.095200736	1	0		0	8.820122	-11.136385	3		Hiv / Infection	Late Phase of HIV Life Cycle	transcription by RNA polymerase II	0
GTF2H4	ENSG00000213780	R-HSA-162906	HIV Infection	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.175201038	1	0		0	8.994763	-10.815294	3		Hiv / Infection	Late Phase of HIV Life Cycle	transcription by RNA polymerase II	0
RANBP1	ENSG00000099901	R-HSA-162906	HIV Infection	PSEN1.Intron4	0.057029918	1	0		0	9.13181	-10.624752	3		Hiv / Infection	Late Phase of HIV Life Cycle	transcription by RNA polymerase II	0
SSRP1	ENSG00000149136	R-HSA-162906	HIV Infection		0	0	1		0	9.002165	-11.073827	3		Hiv / Infection	Late Phase of HIV Life Cycle	transcription by RNA polymerase II	0
SUPT16H	ENSG00000092201	R-HSA-162906	HIV Infection	"APP.V717I, SORL1.null, AD_IND, AD_MONO.MIX, AD_MIX"	0.421214224	1	0		0	8.409535	-10.612653	3		Hiv / Infection	Late Phase of HIV Life Cycle	transcription by RNA polymerase II	0
SUPT4H1	ENSG00000213246	R-HSA-162906	HIV Infection		0	0	1		0	8.678963	-11.017579	3		Hiv / Infection	Late Phase of HIV Life Cycle	transcription by RNA polymerase II	0
TAF10	ENSG00000166337	R-HSA-162906	HIV Infection	"SORL1.null, AD_MONO.MIX, AD_MIX"	0.195840437	1	0		0	8.8278055	-11.303912	3		Hiv / Infection	Late Phase of HIV Life Cycle	transcription by RNA polymerase II	0
TAF3	ENSG00000165632	R-HSA-162906	HIV Infection		0	0	1		0	9.28343	-10.669302	3		Hiv / Infection	Late Phase of HIV Life Cycle	transcription by RNA polymerase II	0
ABHD17A	ENSG00000129968	R-HSA-162582	Signal Transduction		0	0	1		0	-27.257652	12.335377	4		Transduction	Signaling by GPCR	cell communication	0
ACKR2	ENSG00000144648	R-HSA-162582	Signal Transduction		0	0	1		0	-27.453783	11.36035	4		Transduction	Signaling by GPCR	cell communication	0
AGTR2	ENSG00000180772	R-HSA-162582	Signal Transduction	"PSEN1.Intron4, SORL1.null, AD_MONO.MIX, AD_MIX"	0.376110801	1	0		0	-27.427103	12.748181	4		Transduction	Signaling by GPCR	cell communication	0
CCRL2	ENSG00000121797	R-HSA-162582	Signal Transduction		0	0	1		0	-27.48354	12.070191	4		Transduction	Signaling by GPCR	cell communication	0
CRHR1	ENSG00000120088	R-HSA-162582	Signal Transduction		0	0	1		0	-26.843626	12.21708	4		Transduction	Signaling by GPCR	cell communication	0
DLG2	ENSG00000150672	R-HSA-162582	Signal Transduction		0	0	1		0	-27.686995	12.488516	4		Transduction	Signaling by GPCR	cell communication	0
DRD1	ENSG00000184845	R-HSA-162582	Signal Transduction		0	0	1		0	-26.352663	11.63859	4		Transduction	Signaling by GPCR	cell communication	0
GCG	ENSG00000115263	R-HSA-162582	Signal Transduction	"SORL1.null, AD_IND, AD_MONO.MIX, AD_MIX"	0.295959626	1	0		0	-26.133326	12.742363	4		Transduction	Signaling by GPCR	cell communication	0
GPR37	ENSG00000170775	R-HSA-162582	Signal Transduction	"SORL1.null, AD_MIX"	0.104977294	1	0		0	-26.551863	11.146885	4		Transduction	Signaling by GPCR	cell communication	0
GPR55	ENSG00000135898	R-HSA-162582	Signal Transduction	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.175201038	1	0		0	-27.542294	11.892594	4		Transduction	Signaling by GPCR	cell communication	0
HRH2	ENSG00000113749	R-HSA-162582	Signal Transduction		0	0	1		0	-27.66772	11.75974	4		Transduction	Signaling by GPCR	cell communication	0
KHDRBS2	ENSG00000112232	R-HSA-162582	Signal Transduction		0	0	1		0	-26.168505	11.834032	4		Transduction	Signaling by GPCR	cell communication	0
LRRK2	ENSG00000188906	R-HSA-162582	Signal Transduction		0	0	1		0	-27.125841	11.463088	4		Transduction	Signaling by GPCR	cell communication	1
MAPKAPK5	ENSG00000089022	R-HSA-162582	Signal Transduction		0	0	1		0	-26.91978	11.793702	4		Transduction	Signaling by GPCR	cell communication	0
OPRL1	ENSG00000125510	R-HSA-162582	Signal Transduction	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.242007513	1	0		0	-27.027346	11.231577	4		Transduction	Signaling by GPCR	cell communication	0
PDE4B	ENSG00000184588	R-HSA-162582	Signal Transduction		0	0	1		0	-26.528196	12.742099	4		Transduction	Signaling by GPCR	cell communication	0
PDE7B	ENSG00000171408	R-HSA-162582	Signal Transduction		0	0	1		0	-27.518908	11.585603	4		Transduction	Signaling by GPCR	cell communication	0
PIP5K1A	ENSG00000143398	R-HSA-162582	Signal Transduction	"APP.V717I, AD_MONO.MIX, AD_MIX"	0.201271858	1	0		0	-27.47485	11.4488945	4		Transduction	Signaling by GPCR	cell communication	0
PRICKLE1	ENSG00000139174	R-HSA-162582	Signal Transduction		0	0	1		0	-26.628717	12.42752	4		Transduction	Signaling by GPCR	cell communication	0
PROK2	ENSG00000163421	R-HSA-162582	Signal Transduction		0	0	1		0	-26.663311	11.932095	4		Transduction	Signaling by GPCR	cell communication	0
RAP1GDS1	ENSG00000138698	R-HSA-162582	Signal Transduction	"SORL1.null, AD_MIX"	0.082165326	1	0		0	-27.665205	12.212473	4		Transduction	Signaling by GPCR	cell communication	0
RGS18	ENSG00000150681	R-HSA-162582	Signal Transduction		0	0	1		0	-27.328281	12.629902	4		Transduction	Signaling by GPCR	cell communication	0
RGS21	ENSG00000253148	R-HSA-162582	Signal Transduction		0	0	1		0	-26.041853	11.907238	4		Transduction	Signaling by GPCR	cell communication	0
RGS9	ENSG00000108370	R-HSA-162582	Signal Transduction	"PSEN1.Intron4, AD_IND, AD_MONO.MIX, AD_MIX"	0.311167605	1	0		0	-26.488539	12.160988	4		Transduction	Signaling by GPCR	cell communication	0
RPGRIP1L	ENSG00000103494	R-HSA-162582	Signal Transduction	"PSEN1.Intron4, AD_IND, AD_MONO.MIX, AD_MIX"	0.356791539	1	0		0	-27.016277	11.466286	4		Transduction	Signaling by GPCR	cell communication	1
RPTOR	ENSG00000141564	R-HSA-162582	Signal Transduction	"SORL1.null, AD_MONO.MIX, AD_MIX"	0.195840437	1	0		0	-26.283606	12.425318	4		Transduction	Signaling by GPCR	cell communication	0
SOST	ENSG00000167941	R-HSA-162582	Signal Transduction	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.175201038	1	0		0	-26.10498	12.031093	4		Transduction	Signaling by GPCR	cell communication	0
STK3	ENSG00000104375	R-HSA-162582	Signal Transduction		0	0	1		0	-27.572317	12.555141	4		Transduction	Signaling by GPCR	cell communication	0
STRADB	ENSG00000082146	R-HSA-162582	Signal Transduction	"SORL1.null, AD_IND, AD_MONO.MIX, AD_MIX"	0.43283143	1	0		0	-26.000084	12.475874	4		Transduction	Signaling by GPCR	cell communication	1
TAS2R41	ENSG00000221855	R-HSA-162582	Signal Transduction		0	0	1		0	-26.70615	12.925297	4		Transduction	Signaling by GPCR	cell communication	0
TAS2R46	ENSG00000226761	R-HSA-162582	Signal Transduction	"PSEN1.Intron4, SORL1.null, AD_MONO.MIX, AD_MIX"	0.332501018	1	0		0	-27.53274	12.161842	4		Transduction	Signaling by GPCR	cell communication	0
TAS2R8	ENSG00000121314	R-HSA-162582	Signal Transduction	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.175201038	1	0		0	-27.62332	11.552318	4		Transduction	Signaling by GPCR	cell communication	0
ULK3	ENSG00000140474	R-HSA-162582	Signal Transduction		0	0	1		0	-26.89589	12.75837	4		Transduction	Signaling by GPCR	cell communication	0
VIP	ENSG00000146469	R-HSA-162582	Signal Transduction	"SORL1.null, AD_MIX"	0.082165326	1	0		0	-26.247633	11.531661	4		Transduction	Signaling by GPCR	cell communication	0
VPS35	ENSG00000069329	R-HSA-162582	Signal Transduction		0	0	1		0	-26.832527	11.748117	4		Transduction	Signaling by GPCR	cell communication	1
WNT2B	ENSG00000134245	R-HSA-162582	Signal Transduction	"SORL1.null, AD_MIX"	0.125616693	1	0		0	-27.261248	12.8197975	4		Transduction	Signaling by GPCR	cell communication	0
WNT3	ENSG00000108379	R-HSA-162582	Signal Transduction		0	0	1		0	-27.583126	12.51173	4		Transduction	Signaling by GPCR	cell communication	0
ARF3	ENSG00000134287	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"PSEN1.Intron4, AD_MIX"	0.147342376	1	0		0	-6.2881513	-0.12025635	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	1
ARF4	ENSG00000168374	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"SORL1.null, AD_MIX"	0.082165326	1	0		0	-6.53817	-0.36006585	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
ARL1	ENSG00000120805	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.175201038	1	0		0	-7.003975	0.23202649	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
BICD1	ENSG00000151746	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.175201038	1	0		0	-6.878501	0.3893429	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
BIN1	ENSG00000136717	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport		0	0	1		0	-5.2315865	-0.26585582	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
CNIH1	ENSG00000100528	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"APP.V717I, AD_MIX"	0.082165326	1	0		0	-7.1690826	0.12074765	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
COG8	ENSG00000213380	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"PSEN1.Intron4, AD_IND, AD_MONO.MIX, AD_MIX"	0.311167605	1	0		0	-6.9048166	-0.011382915	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	1
COPS7B	ENSG00000144524	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"SORL1.null, AD_MONO.MIX, AD_MIX"	0.195840437	1	0		0	-6.6100335	-0.97723395	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
DENND2C	ENSG00000175984	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.209418989	1	0		0	-5.8115687	-0.55860615	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
DENND3	ENSG00000105339	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport		0	0	1		0	-5.6543455	0.36477426	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
DENND4A	ENSG00000174485	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport		0	0	1		0	-5.28357	-0.4855022	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
DENND4C	ENSG00000137145	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"SORL1.null, AD_MONO.MIX, AD_MIX"	0.195840437	1	0		0	-5.461776	-0.09373244	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
EXOC7	ENSG00000182473	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"APP.V717I, PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.392789789	1	0		0	-6.9386	-0.8206254	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	1
GABARAP	ENSG00000170296	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"PSEN1.Intron4, AD_IND, AD_MONO.MIX, AD_MIX"	0.311167605	1	0		0	-5.9487534	-1.0804802	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	1
GJB2	ENSG00000165474	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"PSEN1.Intron4, AD_IND, AD_MONO.MIX, AD_MIX"	0.450211976	1	0		0	-6.131196	0.016034568	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	1
GJD2	ENSG00000159248	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"PSEN1.Intron4, AD_MIX"	0.082165326	1	0		0	-5.917211	-1.2962387	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
GOLGA1	ENSG00000136935	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"PSEN1.Intron4, AD_IND, AD_MONO.MIX, AD_MIX"	0.311167605	1	0		0	-6.3014054	-0.92372054	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
GOSR2	ENSG00000108433	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"PSEN1.Intron4, AD_IND, AD_MONO.MIX, AD_MIX"	0.311167605	1	0		0	-7.2162943	-0.45718765	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	1
GRIA1	ENSG00000155511	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport		0	0	1	2	1	-6.436511	0.36527374	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
HPR	ENSG00000261701	R-HSA-5653656	Vesicle-mediated transport		0	0	1		0	-7.687176	-0.5401404	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	1
LMAN1L	ENSG00000140506	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport		0	0	1		0	-6.940837	-1.0198859	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
MAN2A1	ENSG00000112893	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport		0	0	1		0	-6.5184913	-0.41109502	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
MON1A	ENSG00000164077	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport		0	0	1		0	-5.9186635	0.31499708	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
NAA35	ENSG00000135040	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"PSEN1.Intron4, AD_MIX"	0.111494999	1	0		0	-6.4372563	-1.1119343	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
NSF	ENSG00000073969	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport		0	0	1		0	-5.734034	-0.9261776	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
PACSIN3	ENSG00000165912	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"PSEN1.Intron4, AD_IND, AD_MONO.MIX, AD_MIX"	0.313340173	1	0		0	-5.7271357	-0.49899337	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
RAB5A	ENSG00000144566	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"PSEN1.Intron4, AD_MIX"	0.082165326	1	0		0	-5.7657275	-0.82815886	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	1
RABEP1	ENSG00000029725	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport		0	0	1		0	-6.550535	-0.29949027	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
RABGEF1	ENSG00000154710	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport		0	0	1		0	-5.6132226	-0.8541172	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
REPS1	ENSG00000135597	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"SORL1.null, AD_MONO.MIX, AD_MIX"	0.221911257	1	0		0	-6.077728	-1.1525578	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
RIC1	ENSG00000107036	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"SORL1.null, AD_IND, AD_MONO.MIX, AD_MIX"	0.295959626	1	0		0	-6.2909045	0.58193815	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
RIN3	ENSG00000100599	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport		0	0	1		0	-6.720478	-1.0034673	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
SCARB2	ENSG00000138760	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport		0	0	1		0	-5.767326	0.195647	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
SEC22A	ENSG00000121542	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"SORL1.null, AD_MONO.MIX, AD_MIX"	0.208875847	1	0		0	-5.5397954	0.031736925	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	1
SNAPIN	ENSG00000143553	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"SORL1.null, AD_MONO.MIX, AD_MIX"	0.208875847	1	0		0	-6.861773	-0.7989177	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	1
TBC1D15	ENSG00000121749	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport		0	0	1		0	-5.8513737	0.17204343	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
TBC1D20	ENSG00000125875	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport		0	0	1		0	-6.9071345	-0.5533504	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
TMED7	ENSG00000134970	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"PSEN1.Intron4, AD_IND, AD_MONO.MIX, AD_MIX"	0.344842413	1	0		0	-6.2685146	-0.17399901	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
TMED9	ENSG00000184840	R-HSA-199991; R-HSA-5653656	Membrane Trafficking; Vesicle-mediated transport	"SORL1.null, AD_IND, AD_MONO.MIX, AD_MIX"	0.316599025	1	0		0	-6.4476614	-0.7642827	5		Vesiclemediated / Transport / Membrane	Intra-Golgi and retrograde Golgi-to-ER traffic	vesicle-mediated transport	0
